nominal,data,curs,cdx
1,2018-12-30,32.0732,Белорусский рубль
1,2018-12-29,32.1935,Белорусский рубль
1,2018-12-28,32.0503,Белорусский рубль
1,2018-12-27,32.0805,Белорусский рубль
1,2018-12-26,32.1237,Белорусский рубль
1,2018-12-25,31.984,Белорусский рубль
1,2018-12-22,31.9889,Белорусский рубль
1,2018-12-21,31.6965,Белорусский рубль
1,2018-12-20,31.5154,Белорусский рубль
1,2018-12-19,31.4318,Белорусский рубль
1,2018-12-18,31.3805,Белорусский рубль
1,2018-12-15,31.3293,Белорусский рубль
1,2018-12-14,31.2745,Белорусский рубль
1,2018-12-13,31.2356,Белорусский рубль
1,2018-12-12,31.3128,Белорусский рубль
1,2018-12-11,31.2269,Белорусский рубль
1,2018-12-08,31.397,Белорусский рубль
1,2018-12-07,31.2838,Белорусский рубль
1,2018-12-06,31.3141,Белорусский рубль
1,2018-12-05,31.2132,Белорусский рубль
1,2018-12-04,31.1552,Белорусский рубль
1,2018-12-01,31.2217,Белорусский рубль
1,2018-11-30,31.247,Белорусский рубль
1,2018-11-29,31.1902,Белорусский рубль
1,2018-11-28,31.3521,Белорусский рубль
1,2018-11-27,31.4232,Белорусский рубль
1,2018-11-24,31.2058,Белорусский рубль
1,2018-11-23,31.2264,Белорусский рубль
1,2018-11-22,31.3295,Белорусский рубль
1,2018-11-21,31.2692,Белорусский рубль
1,2018-11-20,31.3727,Белорусский рубль
1,2018-11-17,31.306,Белорусский рубль
1,2018-11-16,31.4107,Белорусский рубль
1,2018-11-15,31.6931,Белорусский рубль
1,2018-11-14,31.5751,Белорусский рубль
1,2018-11-13,31.4943,Белорусский рубль
1,2018-11-10,31.3701,Белорусский рубль
1,2018-11-09,31.2367,Белорусский рубль
1,2018-11-08,31.1093,Белорусский рубль
1,2018-11-07,31.1059,Белорусский рубль
1,2018-11-03,30.9704,Белорусский рубль
1,2018-11-02,31.0073,Белорусский рубль
1,2018-11-01,30.9562,Белорусский рубль
1,2018-10-31,31.0475,Белорусский рубль
1,2018-10-30,31.1275,Белорусский рубль
1,2018-10-27,31.0769,Белорусский рубль
1,2018-10-26,31.163,Белорусский рубль
1,2018-10-25,31.1485,Белорусский рубль
1,2018-10-24,31.1297,Белорусский рубль
1,2018-10-23,31.1532,Белорусский рубль
1,2018-10-20,31.1944,Белорусский рубль
1,2018-10-19,31.1709,Белорусский рубль
1,2018-10-18,31.0731,Белорусский рубль
1,2018-10-17,31.0424,Белорусский рубль
1,2018-10-16,31.0218,Белорусский рубль
1,2018-10-13,30.9888,Белорусский рубль
1,2018-10-12,31.1687,Белорусский рубль
1,2018-10-11,30.8474,Белорусский рубль
1,2018-10-10,30.835,Белорусский рубль
1,2018-10-09,31.0471,Белорусский рубль
1,2018-10-06,30.8387,Белорусский рубль
1,2018-10-05,30.7674,Белорусский рубль
1,2018-10-04,30.6682,Белорусский рубль
1,2018-10-03,30.7289,Белорусский рубль
1,2018-10-02,31.0265,Белорусский рубль
1,2018-09-29,31.093,Белорусский рубль
1,2018-09-28,31.2313,Белорусский рубль
1,2018-09-27,31.3958,Белорусский рубль
1,2018-09-26,31.4874,Белорусский рубль
1,2018-09-25,31.7921,Белорусский рубль
1,2018-09-22,31.9353,Белорусский рубль
1,2018-09-21,31.8584,Белорусский рубль
1,2018-09-20,31.9049,Белорусский рубль
1,2018-09-19,31.9358,Белорусский рубль
1,2018-09-18,31.9418,Белорусский рубль
1,2018-09-15,31.9526,Белорусский рубль
1,2018-09-14,31.9019,Белорусский рубль
1,2018-09-13,32.1056,Белорусский рубль
1,2018-09-12,32.3058,Белорусский рубль
1,2018-09-11,32.339,Белорусский рубль
1,2018-09-08,32.2639,Белорусский рубль
1,2018-09-07,32.186,Белорусский рубль
1,2018-09-06,32.2938,Белорусский рубль
1,2018-09-05,32.4572,Белорусский рубль
1,2018-09-04,32.4913,Белорусский рубль
1,2018-09-01,32.6745,Белорусский рубль
1,2018-08-31,32.7791,Белорусский рубль
1,2018-08-30,32.8727,Белорусский рубль
1,2018-08-29,32.738,Белорусский рубль
1,2018-08-28,32.8362,Белорусский рубль
1,2018-08-25,32.9755,Белорусский рубль
1,2018-08-24,33.3087,Белорусский рубль
1,2018-08-23,33.1047,Белорусский рубль
1,2018-08-22,32.9063,Белорусский рубль
1,2018-08-21,32.8512,Белорусский рубль
1,2018-08-18,32.6701,Белорусский рубль
1,2018-08-17,32.599,Белорусский рубль
1,2018-08-16,32.3633,Белорусский рубль
1,2018-08-15,32.5389,Белорусский рубль
1,2018-08-14,33.0252,Белорусский рубль
1,2018-08-11,32.6092,Белорусский рубль
1,2018-08-10,32.4611,Белорусский рубль
1,2018-08-09,31.6551,Белорусский рубль
1,2018-08-08,31.6132,Белорусский рубль
1,2018-08-07,31.5908,Белорусский рубль
1,2018-08-04,31.5304,Белорусский рубль
1,2018-08-03,31.5758,Белорусский рубль
1,2018-08-02,31.4715,Белорусский рубль
1,2018-08-01,31.4374,Белорусский рубль
1,2018-07-31,31.5195,Белорусский рубль
1,2018-07-28,31.5969,Белорусский рубль
1,2018-07-27,31.6508,Белорусский рубль
1,2018-07-26,31.7274,Белорусский рубль
1,2018-07-25,31.6517,Белорусский рубль
1,2018-07-24,31.6723,Белорусский рубль
1,2018-07-21,31.7794,Белорусский рубль
1,2018-07-20,31.6928,Белорусский рубль
1,2018-07-19,31.6401,Белорусский рубль
1,2018-07-18,31.5728,Белорусский рубль
1,2018-07-17,31.581,Белорусский рубль
1,2018-07-14,31.629,Белорусский рубль
1,2018-07-13,31.6121,Белорусский рубль
1,2018-07-12,31.5458,Белорусский рубль
1,2018-07-11,31.6734,Белорусский рубль
1,2018-07-10,31.8226,Белорусский рубль
1,2018-07-07,31.7913,Белорусский рубль
1,2018-07-06,31.8163,Белорусский рубль
1,2018-07-05,31.7323,Белорусский рубль
1,2018-07-04,31.8405,Белорусский рубль
1,2018-07-03,31.8003,Белорусский рубль
1,2018-06-30,31.5359,Белорусский рубль
1,2018-06-29,31.6408,Белорусский рубль
1,2018-06-28,31.5601,Белорусский рубль
1,2018-06-27,31.482,Белорусский рубль
1,2018-06-26,31.5886,Белорусский рубль
1,2018-06-23,31.699,Белорусский рубль
1,2018-06-22,31.8141,Белорусский рубль
1,2018-06-21,31.769,Белорусский рубль
1,2018-06-20,31.772,Белорусский рубль
1,2018-06-19,31.5871,Белорусский рубль
1,2018-06-16,31.3034,Белорусский рубль
1,2018-06-15,31.11,Белорусский рубль
1,2018-06-14,31.4325,Белорусский рубль
1,2018-06-10,31.2497,Белорусский рубль
1,2018-06-09,31.2871,Белорусский рубль
1,2018-06-08,30.9915,Белорусский рубль
1,2018-06-07,30.9877,Белорусский рубль
1,2018-06-06,30.9292,Белорусский рубль
1,2018-06-05,30.9258,Белорусский рубль
1,2018-06-02,30.9096,Белорусский рубль
1,2018-06-01,30.8398,Белорусский рубль
1,2018-05-31,30.9793,Белорусский рубль
1,2018-05-30,30.9726,Белорусский рубль
1,2018-05-29,31.0192,Белорусский рубль
1,2018-05-26,30.8407,Белорусский рубль
1,2018-05-25,30.7506,Белорусский рубль
1,2018-05-24,30.7973,Белорусский рубль
1,2018-05-23,30.7844,Белорусский рубль
1,2018-05-22,31.282,Белорусский рубль
1,2018-05-19,31.0325,Белорусский рубль
1,2018-05-18,30.9882,Белорусский рубль
1,2018-05-17,31.1361,Белорусский рубль
1,2018-05-16,30.9582,Белорусский рубль
1,2018-05-15,30.8842,Белорусский рубль
1,2018-05-12,30.7371,Белорусский рубль
1,2018-05-11,31.0057,Белорусский рубль
1,2018-05-09,31.1528,Белорусский рубль
1,2018-05-08,31.0808,Белорусский рубль
1,2018-05-05,31.229,Белорусский рубль
1,2018-05-04,31.4521,Белорусский рубль
1,2018-04-29,31.0542,Белорусский рубль
1,2018-04-28,31.1992,Белорусский рубль
1,2018-04-27,31.2,Белорусский рубль
1,2018-04-26,30.8516,Белорусский рубль
1,2018-04-25,30.7937,Белорусский рубль
1,2018-04-24,30.8057,Белорусский рубль
1,2018-04-21,30.6305,Белорусский рубль
1,2018-04-20,30.3004,Белорусский рубль
1,2018-04-19,30.415,Белорусский рубль
1,2018-04-18,29.9732,Белорусский рубль
1,2018-04-17,30.5291,Белорусский рубль
1,2018-04-14,30.1724,Белорусский рубль
1,2018-04-13,30.3382,Белорусский рубль
1,2018-04-12,31.0005,Белорусский рубль
1,2018-04-11,30.6035,Белорусский рубль
1,2018-04-10,29.6189,Белорусский рубль
1,2018-04-07,29.4691,Белорусский рубль
1,2018-04-06,29.3101,Белорусский рубль
1,2018-04-05,29.3519,Белорусский рубль
1,2018-04-04,29.4234,Белорусский рубль
1,2018-04-03,29.3694,Белорусский рубль
1,2018-03-31,29.329,Белорусский рубль
1,2018-03-30,29.5915,Белорусский рубль
1,2018-03-29,29.5178,Белорусский рубль
1,2018-03-28,29.3655,Белорусский рубль
1,2018-03-27,29.2853,Белорусский рубль
1,2018-03-24,29.3384,Белорусский рубль
1,2018-03-23,29.1782,Белорусский рубль
1,2018-03-22,29.3045,Белорусский рубль
1,2018-03-21,29.3955,Белорусский рубль
1,2018-03-20,29.3184,Белорусский рубль
1,2018-03-17,29.3039,Белорусский рубль
1,2018-03-16,29.109,Белорусский рубль
1,2018-03-15,29.0793,Белорусский рубль
1,2018-03-14,29.1009,Белорусский рубль
1,2018-03-13,28.9502,Белорусский рубль
1,2018-03-08,29.0246,Белорусский рубль
1,2018-03-07,28.8507,Белорусский рубль
1,2018-03-06,28.948,Белорусский рубль
1,2018-03-03,28.9385,Белорусский рубль
1,2018-03-02,28.8367,Белорусский рубль
1,2018-03-01,28.7697,Белорусский рубль
1,2018-02-28,28.5057,Белорусский рубль
1,2018-02-27,28.6333,Белорусский рубль
1,2018-02-23,28.908,Белорусский рубль
1,2018-02-22,28.8976,Белорусский рубль
1,2018-02-21,28.8147,Белорусский рубль
1,2018-02-20,28.7689,Белорусский рубль
1,2018-02-17,28.7601,Белорусский рубль
1,2018-02-16,28.6179,Белорусский рубль
1,2018-02-15,28.9498,Белорусский рубль
1,2018-02-14,29.0229,Белорусский рубль
1,2018-02-13,29.0667,Белорусский рубль
1,2018-02-10,29.0786,Белорусский рубль
1,2018-02-09,28.8584,Белорусский рубль
1,2018-02-08,28.6557,Белорусский рубль
1,2018-02-07,28.797,Белорусский рубль
1,2018-02-06,28.6144,Белорусский рубль
1,2018-02-03,28.4039,Белорусский рубль
1,2018-02-02,28.5156,Белорусский рубль
1,2018-02-01,28.3829,Белорусский рубль
1,2018-01-31,28.3798,Белорусский рубль
1,2018-01-30,28.4182,Белорусский рубль
1,2018-01-27,28.3395,Белорусский рубль
1,2018-01-26,28.3471,Белорусский рубль
1,2018-01-25,28.4792,Белорусский рубль
1,2018-01-24,28.5195,Белорусский рубль
1,2018-01-23,28.6352,Белорусский рубль
1,2018-01-20,28.6339,Белорусский рубль
1,2018-01-19,28.5225,Белорусский рубль
1,2018-01-18,28.3601,Белорусский рубль
1,2018-01-17,28.2716,Белорусский рубль
1,2018-01-16,28.2774,Белорусский рубль
1,2018-01-13,28.2614,Белорусский рубль
1,2018-01-12,28.2535,Белорусский рубль
1,2018-01-11,28.2278,Белорусский рубль
1,2018-01-10,28.2996,Белорусский рубль
1,2017-12-30,29.1013,Белорусский рубль
1,2017-12-29,29.197,Белорусский рубль
1,2017-12-28,29.1869,Белорусский рубль
1,2017-12-27,29.1956,Белорусский рубль
1,2017-12-26,29.2825,Белорусский рубль
1,2017-12-23,29.3041,Белорусский рубль
1,2017-12-22,29.2359,Белорусский рубль
1,2017-12-21,29.2124,Белорусский рубль
1,2017-12-20,29.0877,Белорусский рубль
1,2017-12-19,29.0421,Белорусский рубль
1,2017-12-16,29.0141,Белорусский рубль
1,2017-12-15,28.9845,Белорусский рубль
1,2017-12-14,29.028,Белорусский рубль
1,2017-12-13,28.9909,Белорусский рубль
1,2017-12-12,29.1295,Белорусский рубль
1,2017-12-09,29.095,Белорусский рубль
1,2017-12-08,29.1447,Белорусский рубль
1,2017-12-07,29.0859,Белорусский рубль
1,2017-12-06,29.07,Белорусский рубль
1,2017-12-05,29.218,Белорусский рубль
1,2017-12-02,29.0918,Белорусский рубль
1,2017-12-01,29.0755,Белорусский рубль
1,2017-11-30,29.103,Белорусский рубль
1,2017-11-29,29.2355,Белорусский рубль
1,2017-11-28,29.2557,Белорусский рубль
1,2017-11-25,29.2835,Белорусский рубль
1,2017-11-24,29.253,Белорусский рубль
1,2017-11-23,29.4662,Белорусский рубль
1,2017-11-22,29.6265,Белорусский рубль
1,2017-11-21,29.6225,Белорусский рубль
1,2017-11-18,29.7271,Белорусский рубль
1,2017-11-17,29.9276,Белорусский рубль
1,2017-11-16,30.0419,Белорусский рубль
1,2017-11-15,29.791,Белорусский рубль
1,2017-11-14,29.713,Белорусский рубль
1,2017-11-11,29.7669,Белорусский рубль
1,2017-11-10,29.7379,Белорусский рубль
1,2017-11-09,29.7803,Белорусский рубль
1,2017-11-08,29.4859,Белорусский рубль
1,2017-11-04,29.5174,Белорусский рубль
1,2017-11-03,29.3962,Белорусский рубль
1,2017-11-02,29.4236,Белорусский рубль
1,2017-11-01,29.4417,Белорусский рубль
1,2017-10-31,29.3392,Белорусский рубль
1,2017-10-28,29.4242,Белорусский рубль
1,2017-10-27,29.4641,Белорусский рубль
1,2017-10-26,29.455,Белорусский рубль
1,2017-10-25,29.4553,Белорусский рубль
1,2017-10-24,29.3967,Белорусский рубль
1,2017-10-21,29.4103,Белорусский рубль
1,2017-10-20,29.3877,Белорусский рубль
1,2017-10-19,29.2503,Белорусский рубль
1,2017-10-18,29.2428,Белорусский рубль
1,2017-10-17,29.1732,Белорусский рубль
1,2017-10-14,29.3528,Белорусский рубль
1,2017-10-13,29.3348,Белорусский рубль
1,2017-10-12,29.3941,Белорусский рубль
1,2017-10-11,29.4943,Белорусский рубль
1,2017-10-10,29.5371,Белорусский рубль
1,2017-10-07,29.3353,Белорусский рубль
1,2017-10-06,29.3332,Белорусский рубль
1,2017-10-05,29.3316,Белорусский рубль
1,2017-10-04,29.4772,Белорусский рубль
1,2017-10-03,29.4321,Белорусский рубль
1,2017-09-30,29.5357,Белорусский рубль
1,2017-09-29,29.6908,Белорусский рубль
1,2017-09-28,29.588,Белорусский рубль
1,2017-09-27,29.5954,Белорусский рубль
1,2017-09-26,29.6732,Белорусский рубль
1,2017-09-23,29.7947,Белорусский рубль
1,2017-09-22,29.9507,Белорусский рубль
1,2017-09-21,29.9634,Белорусский рубль
1,2017-09-20,29.9713,Белорусский рубль
1,2017-09-19,29.7569,Белорусский рубль
1,2017-09-16,29.6641,Белорусский рубль
1,2017-09-15,29.7097,Белорусский рубль
1,2017-09-14,29.7748,Белорусский рубль
1,2017-09-13,29.6867,Белорусский рубль
1,2017-09-12,29.737,Белорусский рубль
1,2017-09-09,29.6703,Белорусский рубль
1,2017-09-08,29.7223,Белорусский рубль
1,2017-09-07,29.7941,Белорусский рубль
1,2017-09-06,29.9976,Белорусский рубль
1,2017-09-05,30.0087,Белорусский рубль
1,2017-09-02,30.0885,Белорусский рубль
1,2017-09-01,30.2638,Белорусский рубль
1,2017-08-31,30.3831,Белорусский рубль
1,2017-08-30,30.4252,Белорусский рубль
1,2017-08-29,30.4694,Белорусский рубль
1,2017-08-26,30.6147,Белорусский рубль
1,2017-08-25,30.5948,Белорусский рубль
1,2017-08-24,30.6221,Белорусский рубль
1,2017-08-23,30.5984,Белорусский рубль
1,2017-08-22,30.6033,Белорусский рубль
1,2017-08-19,30.6222,Белорусский рубль
1,2017-08-18,30.6038,Белорусский рубль
1,2017-08-17,30.6537,Белорусский рубль
1,2017-08-16,30.7552,Белорусский рубль
1,2017-08-15,30.7213,Белорусский рубль
1,2017-08-12,30.81,Белорусский рубль
1,2017-08-11,30.7017,Белорусский рубль
1,2017-08-10,30.6706,Белорусский рубль
1,2017-08-09,30.7397,Белорусский рубль
1,2017-08-08,30.7924,Белорусский рубль
1,2017-08-05,30.9137,Белорусский рубль
1,2017-08-04,31.0505,Белорусский рубль
1,2017-08-03,31.0597,Белорусский рубль
1,2017-08-02,30.8561,Белорусский рубль
1,2017-08-01,30.8809,Белорусский рубль
1,2017-07-29,30.6768,Белорусский рубль
1,2017-07-28,30.5687,Белорусский рубль
1,2017-07-27,30.7311,Белорусский рубль
1,2017-07-26,30.755,Белорусский рубль
1,2017-07-25,30.5934,Белорусский рубль
1,2017-07-22,30.4482,Белорусский рубль
1,2017-07-21,30.3453,Белорусский рубль
1,2017-07-20,30.3882,Белорусский рубль
1,2017-07-19,30.4464,Белорусский рубль
1,2017-07-18,30.2823,Белорусский рубль
1,2017-07-15,30.4503,Белорусский рубль
1,2017-07-14,30.465,Белорусский рубль
1,2017-07-13,30.664,Белорусский рубль
1,2017-07-12,30.7232,Белорусский рубль
1,2017-07-11,30.5169,Белорусский рубль
1,2017-07-08,30.5408,Белорусский рубль
1,2017-07-07,30.58,Белорусский рубль
1,2017-07-06,30.4517,Белорусский рубль
1,2017-07-05,30.4522,Белорусский рубль
1,2017-07-04,30.4123,Белорусский рубль
1,2017-07-01,30.6193,Белорусский рубль
1,2017-06-30,30.562,Белорусский рубль
1,2017-06-29,30.8186,Белорусский рубль
1,2017-06-28,30.629,Белорусский рубль
1,2017-06-27,30.6979,Белорусский рубль
1,2017-06-24,30.9742,Белорусский рубль
1,2017-06-23,31.1972,Белорусский рубль
1,2017-06-22,31.2337,Белорусский рубль
1,2017-06-21,30.8308,Белорусский рубль
1,2017-06-20,30.6416,Белорусский рубль
1,2017-06-17,30.575,Белорусский рубль
1,2017-06-16,30.4741,Белорусский рубль
1,2017-06-15,30.3951,Белорусский рубль
1,2017-06-14,30.355,Белорусский рубль
1,2017-06-10,30.4011,Белорусский рубль
1,2017-06-09,30.433,Белорусский рубль
1,2017-06-08,30.3127,Белорусский рубль
1,2017-06-07,30.3479,Белорусский рубль
1,2017-06-06,30.3485,Белорусский рубль
1,2017-06-03,30.3386,Белорусский рубль
1,2017-06-02,30.3393,Белорусский рубль
1,2017-06-01,30.3548,Белорусский рубль
1,2017-05-31,30.312,Белорусский рубль
1,2017-05-30,30.4732,Белорусский рубль
1,2017-05-27,30.555,Белорусский рубль
1,2017-05-26,30.3,Белорусский рубль
1,2017-05-25,30.3955,Белорусский рубль
1,2017-05-24,30.5456,Белорусский рубль
1,2017-05-23,30.5069,Белорусский рубль
1,2017-05-20,30.7478,Белорусский рубль
1,2017-05-19,30.7564,Белорусский рубль
1,2017-05-18,30.5291,Белорусский рубль
1,2017-05-17,30.365,Белорусский рубль
1,2017-05-16,30.382,Белорусский рубль
1,2017-05-13,30.5445,Белорусский рубль
1,2017-05-12,30.5761,Белорусский рубль
1,2017-05-11,30.8375,Белорусский рубль
1,2017-05-06,30.989,Белорусский рубль
1,2017-05-05,30.5824,Белорусский рубль
1,2017-05-04,30.539,Белорусский рубль
1,2017-05-03,30.5208,Белорусский рубль
1,2017-04-29,30.4401,Белорусский рубль
1,2017-04-28,30.4249,Белорусский рубль
1,2017-04-27,30.1704,Белорусский рубль
1,2017-04-26,29.7762,Белорусский рубль
1,2017-04-25,29.901,Белорусский рубль
1,2017-04-22,29.9977,Белорусский рубль
1,2017-04-21,30.0487,Белорусский рубль
1,2017-04-20,29.9043,Белорусский рубль
1,2017-04-19,29.7921,Белорусский рубль
1,2017-04-18,29.9125,Белорусский рубль
1,2017-04-15,29.9391,Белорусский рубль
1,2017-04-14,30.0403,Белорусский рубль
1,2017-04-13,30.0405,Белорусский рубль
1,2017-04-12,30.0714,Белорусский рубль
1,2017-04-11,30.2051,Белорусский рубль
1,2017-04-08,30.0926,Белорусский рубль
1,2017-04-07,29.9162,Белорусский рубль
1,2017-04-06,29.7704,Белорусский рубль
1,2017-04-05,29.979,Белорусский рубль
1,2017-04-04,29.8933,Белорусский рубль
1,2017-04-01,29.8935,Белорусский рубль
1,2017-03-31,30.1164,Белорусский рубль
1,2017-03-30,30.3643,Белорусский рубль
1,2017-03-29,30.4066,Белорусский рубль
1,2017-03-28,30.4693,Белорусский рубль
1,2017-03-25,30.5532,Белорусский рубль
1,2017-03-24,30.5566,Белорусский рубль
1,2017-03-23,30.633,Белорусский рубль
1,2017-03-22,30.5158,Белорусский рубль
1,2017-03-21,30.4868,Белорусский рубль
1,2017-03-18,30.6693,Белорусский рубль
1,2017-03-17,30.7193,Белорусский рубль
1,2017-03-16,30.9006,Белорусский рубль
1,2017-03-15,30.8095,Белорусский рубль
1,2017-03-14,30.9352,Белорусский рубль
1,2017-03-11,30.9877,Белорусский рубль
1,2017-03-10,30.802,Белорусский рубль
1,2017-03-08,30.6405,Белорусский рубль
1,2017-03-07,30.6875,Белорусский рубль
1,2017-03-04,30.7543,Белорусский рубль
1,2017-03-03,30.7,Белорусский рубль
1,2017-03-02,30.8143,Белорусский рубль
1,2017-03-01,30.7658,Белорусский рубль
1,2017-02-28,30.8012,Белорусский рубль
1,2017-02-23,30.6458,Белорусский рубль
1,2017-02-22,30.8828,Белорусский рубль
1,2017-02-21,30.9766,Белорусский рубль
1,2017-02-18,30.7875,Белорусский рубль
1,2017-02-17,30.6274,Белорусский рубль
1,2017-02-16,30.5061,Белорусский рубль
1,2017-02-15,30.7285,Белорусский рубль
1,2017-02-14,30.7776,Белорусский рубль
1,2017-02-11,30.9551,Белорусский рубль
1,2017-02-10,30.8781,Белорусский рубль
1,2017-02-09,30.9802,Белорусский рубль
1,2017-02-08,30.8861,Белорусский рубль
1,2017-02-07,30.7313,Белорусский рубль
1,2017-02-04,30.8123,Белорусский рубль
1,2017-02-03,31.0164,Белорусский рубль
1,2017-02-02,31.1599,Белорусский рубль
1,2017-02-01,31.0598,Белорусский рубль
1,2017-01-31,31.0753,Белорусский рубль
1,2017-01-28,31.0926,Белорусский рубль
1,2017-01-27,30.8913,Белорусский рубль
1,2017-01-26,30.6789,Белорусский рубль
1,2017-01-25,30.7061,Белорусский рубль
1,2017-01-24,30.7829,Белорусский рубль
1,2017-01-21,30.7497,Белорусский рубль
1,2017-01-20,30.5466,Белорусский рубль
1,2017-01-19,30.3347,Белорусский рубль
1,2017-01-18,30.4858,Белорусский рубль
1,2017-01-17,30.5206,Белорусский рубль
1,2017-01-14,30.4618,Белорусский рубль
1,2017-01-13,30.4648,Белорусский рубль
1,2017-01-12,30.5698,Белорусский рубль
1,2017-01-11,30.5572,Белорусский рубль
1,2017-01-10,30.5826,Белорусский рубль
1,2016-12-31,30.9474,Белорусский рубль
1,2016-12-30,30.7987,Белорусский рубль
1,2016-12-29,31.0475,Белорусский рубль
1,2016-12-28,31.2016,Белорусский рубль
1,2016-12-27,31.3234,Белорусский рубль
1,2016-12-24,31.2627,Белорусский рубль
1,2016-12-23,31.2765,Белорусский рубль
1,2016-12-22,31.2419,Белорусский рубль
1,2016-12-21,31.3928,Белорусский рубль
1,2016-12-20,31.3941,Белорусский рубль
1,2016-12-17,31.3937,Белорусский рубль
1,2016-12-16,31.2639,Белорусский рубль
1,2016-12-15,31.1117,Белорусский рубль
1,2016-12-14,31.2773,Белорусский рубль
1,2016-12-13,31.515,Белорусский рубль
1,2016-12-10,32.1171,Белорусский рубль
1,2016-12-09,32.0881,Белорусский рубль
1,2016-12-08,32.303,Белорусский рубль
1,2016-12-07,32.4481,Белорусский рубль
1,2016-12-06,32.4736,Белорусский рубль
1,2016-12-03,32.6145,Белорусский рубль
1,2016-12-02,32.4653,Белорусский рубль
1,2016-12-01,32.9652,Белорусский рубль
1,2016-11-30,32.9419,Белорусский рубль
1,2016-11-29,33.0106,Белорусский рубль
1,2016-11-26,32.9765,Белорусский рубль
1,2016-11-25,32.9146,Белорусский рубль
1,2016-11-24,32.8334,Белорусский рубль
1,2016-11-23,32.7643,Белорусский рубль
1,2016-11-22,33.1315,Белорусский рубль
1,2016-11-19,33.3004,Белорусский рубль
1,2016-11-18,33.2558,Белорусский рубль
1,2016-11-17,33.0922,Белорусский рубль
1,2016-11-16,33.5147,Белорусский рубль
1,2016-11-15,33.6875,Белорусский рубль
1,2016-11-12,33.5563,Белорусский рубль
1,2016-11-11,33.2021,Белорусский рубль
1,2016-11-10,33.4517,Белорусский рубль
1,2016-11-09,33.4662,Белорусский рубль
1,2016-11-08,33.5208,Белорусский рубль
1,2016-11-04,33.3794,Белорусский рубль
1,2016-11-03,33.3421,Белорусский рубль
1,2016-11-02,33.2295,Белорусский рубль
1,2016-11-01,33.2111,Белорусский рубль
1,2016-10-29,33.0117,Белорусский рубль
1,2016-10-28,33.0398,Белорусский рубль
1,2016-10-27,32.7769,Белорусский рубль
1,2016-10-26,32.6999,Белорусский рубль
1,2016-10-25,32.7552,Белорусский рубль
1,2016-10-22,32.8338,Белорусский рубль
1,2016-10-21,32.835,Белорусский рубль
1,2016-10-20,32.758,Белорусский рубль
1,2016-10-19,32.815,Белорусский рубль
1,2016-10-18,32.8484,Белорусский рубль
1,2016-10-15,32.7664,Белорусский рубль
1,2016-10-14,32.822,Белорусский рубль
1,2016-10-13,32.7127,Белорусский рубль
1,2016-10-12,32.5541,Белорусский рубль
1,2016-10-11,32.6385,Белорусский рубль
1,2016-10-08,32.5853,Белорусский рубль
1,2016-10-07,32.6052,Белорусский рубль
1,2016-10-06,32.5983,Белорусский рубль
1,2016-10-05,32.5932,Белорусский рубль
1,2016-10-04,32.6705,Белорусский рубль
1,2016-10-01,32.9415,Белорусский рубль
1,2016-09-30,32.7839,Белорусский рубль
1,2016-09-29,33.0923,Белорусский рубль
1,2016-09-28,33.0696,Белорусский рубль
1,2016-09-27,33.23,Белорусский рубль
1,2016-09-24,33.0903,Белорусский рубль
1,2016-09-23,33.0249,Белорусский рубль
1,2016-09-22,33.1494,Белорусский рубль
1,2016-09-21,33.2518,Белорусский рубль
1,2016-09-20,33.2773,Белорусский рубль
1,2016-09-17,33.3388,Белорусский рубль
1,2016-09-16,33.3591,Белорусский рубль
1,2016-09-15,33.2176,Белорусский рубль
1,2016-09-14,33.168,Белорусский рубль
1,2016-09-13,33.2586,Белорусский рубль
1,2016-09-10,32.9795,Белорусский рубль
1,2016-09-09,32.8151,Белорусский рубль
1,2016-09-08,32.9902,Белорусский рубль
1,2016-09-07,33.0768,Белорусский рубль
1,2016-09-06,33.0937,Белорусский рубль
1,2016-09-03,33.4612,Белорусский рубль
1,2016-09-02,33.2857,Белорусский рубль
1,2016-09-01,33.3096,Белорусский рубль
1,2016-08-31,33.1921,Белорусский рубль
1,2016-08-30,33.2725,Белорусский рубль
1,2016-08-27,33.1939,Белорусский рубль
1,2016-08-26,33.2119,Белорусский рубль
1,2016-08-25,33.2294,Белорусский рубль
1,2016-08-24,33.3772,Белорусский рубль
1,2016-08-23,33.1566,Белорусский рубль
1,2016-08-20,33.1377,Белорусский рубль
1,2016-08-19,32.9695,Белорусский рубль
1,2016-08-18,33.0378,Белорусский рубль
1,2016-08-17,33.0072,Белорусский рубль
1,2016-08-16,32.9947,Белорусский рубль
1,2016-08-13,32.9423,Белорусский рубль
1,2016-08-12,33.0954,Белорусский рубль
1,2016-08-11,32.9841,Белорусский рубль
1,2016-08-10,32.9862,Белорусский рубль
1,2016-08-09,33.0691,Белорусский рубль
1,2016-08-06,33.1376,Белорусский рубль
1,2016-08-05,33.3421,Белорусский рубль
1,2016-08-04,33.5421,Белорусский рубль
1,2016-08-03,33.5498,Белорусский рубль
1,2016-08-02,33.2688,Белорусский рубль
1,2016-07-30,33.618,Белорусский рубль
1,2016-07-29,33.214,Белорусский рубль
1,2016-07-28,33.056,Белорусский рубль
1,2016-07-27,32.9528,Белорусский рубль
1,2016-07-26,32.6633,Белорусский рубль
1,2016-07-23,32.5413,Белорусский рубль
1,2016-07-22,32.2313,Белорусский рубль
1,2016-07-21,32.0537,Белорусский рубль
